date,fiscal_year,customer_code,customer,market,product_code,product,variant,sold_quantity,gross_price,total_gross_price,pre_invoice_deduction_pct,net_invoice_sale
2017-09-01,2018,90002006,Viveks,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,30,15.40,461.86,0.29,327.92
2017-09-01,2018,90002007,Girias,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,67,15.40,1031.48,0.23,794.24
2017-09-01,2018,90002009,Flipkart,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,47,15.40,723.57,0.22,564.38
2017-09-01,2018,90002010,Ebay,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,58,15.40,892.92,0.22,696.48
2017-09-01,2018,90002011,"Atliq Exclusive",India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,21,15.40,323.30,0.29,229.54
2017-09-01,2018,90002013,Electricalslytical,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,17,15.40,261.72,0.26,193.67
2017-09-01,2018,90002014,Expression,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,16,15.40,246.32,0.30,172.42
2017-09-01,2018,90002015,Propel,India,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,32,15.40,492.65,0.29,349.78
2017-09-01,2018,90003179,"Acclaimed Stores",Indonesia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,15,15.40,230.93,0.22,180.13
2017-09-01,2018,90006153,Insight,Philiphines,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,9,15.40,138.56,0.30,96.99
2017-09-01,2018,90007197,"Amazon ","South Korea",A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,48,15.40,738.97,0.20,591.18
2017-09-01,2018,90008165,"Forward Stores",Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,9,15.40,138.56,0.28,99.76
2017-09-01,2018,90008166,Sound,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,12,15.40,184.74,0.29,131.17
2017-09-01,2018,90008167,Electricalsocity,Australia,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,10,15.40,153.95,0.19,124.70
2017-09-01,2018,90011185,"Epic Stores",France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,3,15.40,46.19,0.28,33.26
2017-09-01,2018,90011186,Elite,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,2,15.40,30.79,0.21,24.32
2017-09-01,2018,90011187,"Chip 7",France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,2,15.40,30.79,0.29,21.86
2017-09-01,2018,90011189,UniEuro,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,5,15.40,76.98,0.30,53.89
2017-09-01,2018,90011190,"Media Markt",France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,10,15.40,153.95,0.27,112.38
2017-09-01,2018,90011191,Sorefoz,France,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,14,15.40,215.53,0.23,165.96
2017-09-01,2018,90012033,Digimarket,Germany,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,0,15.40,0.00,0.28,0.00
2017-09-01,2018,90012034,Otto,Germany,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,0,15.40,0.00,0.20,0.00
2017-09-01,2018,90012035,Notebillig,Germany,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,0,15.40,0.00,0.28,0.00
2017-09-01,2018,90012037,Saturn,Germany,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,0,15.40,0.00,0.22,0.00
2017-09-01,2018,90012038,Expert,Germany,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,0,15.40,0.00,0.29,0.00
2017-09-01,2018,90012039,"Currys (Dixons Carphone)",Germany,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,0,15.40,0.00,0.23,0.00
2017-09-01,2018,90012041,"Amazon ",Germany,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,0,15.40,0.00,0.26,0.00
2017-09-01,2018,90013117,Euronics,Italy,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,1,15.40,15.40,0.20,12.32
2017-09-01,2018,90013118,Fnac-Darty,Italy,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,2,15.40,30.79,0.26,22.78
2017-09-01,2018,90013119,"Argos (Sainsbury's)",Italy,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,2,15.40,30.79,0.28,22.17
2017-09-01,2018,90013121,Boulanger,Italy,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,3,15.40,46.19,0.26,34.18
2017-09-01,2018,90013122,"Radio Popular",Italy,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,3,15.40,46.19,0.19,37.41
2017-09-01,2018,90013123,Expert,Italy,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,3,15.40,46.19,0.26,34.18
2017-09-01,2018,90016173,Expert,Poland,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,1,15.40,15.40,0.21,12.17
2017-09-01,2018,90016175,"Argos (Sainsbury's)",Poland,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,1,15.40,15.40,0.26,11.40
2017-09-01,2018,90022071,"Acclaimed Stores",USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,21,15.40,323.30,0.19,261.87
2017-09-01,2018,90022073,Control,USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,18,15.40,277.11,0.28,199.52
2017-09-01,2018,90022074,Flipkart,USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,39,15.40,600.41,0.27,438.30
2017-09-01,2018,90022075,BestBuy,USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,19,15.40,292.51,0.26,216.46
2017-09-01,2018,90022077,"Radio Shack",USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,10,15.40,153.95,0.24,117.00
2017-09-01,2018,90022078,Costco,USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,20,15.40,307.90,0.29,218.61
2017-09-01,2018,90022079,walmart,USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,29,15.40,446.46,0.28,321.45
2017-09-01,2018,90022081,Amazon,USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,37,15.40,569.62,0.30,398.73
2017-09-01,2018,90022082,"Amazon ",USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,6,15.40,92.37,0.30,64.66
2017-09-01,2018,90022083,Ebay,USA,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,10,15.40,153.95,0.26,113.92
2017-09-01,2018,90023022,"Nomad Stores",Canada,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,5,15.40,76.98,0.21,60.81
2017-09-01,2018,90023023,Amazon,Canada,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,1,15.40,15.40,0.28,11.09
2017-09-01,2018,90023025,"Premium Stores",Canada,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,1,15.40,15.40,0.29,10.93
2017-09-01,2018,90023026,Relief,Canada,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,2,15.40,30.79,0.30,21.55
2017-09-01,2018,90023027,Costco,Canada,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,1,15.40,15.40,0.28,11.09
2017-09-01,2018,90023029,Staples,Canada,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,2,15.40,30.79,0.22,24.02
2017-09-01,2018,90023030,"Amazon ",Canada,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,4,15.40,61.58,0.21,48.65
2017-09-01,2018,90027207,"Amazon ",Brazil,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,4,15.40,61.58,0.28,44.34
2017-09-01,2018,70002017,"Atliq Exclusive",India,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,77,19.59,1508.24,0.08,1387.58
2017-09-01,2018,70002018,"Atliq e Store",India,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,23,19.59,450.51,0.30,315.36
2017-09-01,2018,70003181,"Atliq Exclusive",Indonesia,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,15,19.59,293.81,0.05,279.12
2017-09-01,2018,70003182,"Atliq e Store",Indonesia,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,11,19.59,215.46,0.24,163.75
2017-09-01,2018,70006157,"Atliq Exclusive",Philiphines,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,10,19.59,195.88,0.11,174.33
2017-09-01,2018,70006158,"Atliq e Store",Philiphines,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,8,19.59,156.70,0.19,126.93
2017-09-01,2018,70007198,"Atliq Exclusive","South Korea",A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,25,19.59,489.69,0.07,455.41
2017-09-01,2018,70007199,"Atliq e Store","South Korea",A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,33,19.59,646.39,0.26,478.33
2017-09-01,2018,70008169,"Atliq Exclusive",Australia,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,12,19.59,235.05,0.10,211.55
2017-09-01,2018,70008170,"Atliq e Store",Australia,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,14,19.59,274.23,0.19,222.13
2017-09-01,2018,70011193,"Atliq Exclusive",France,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,3,19.59,58.76,0.05,55.82
2017-09-01,2018,70011194,"Atliq e Store",France,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,4,19.59,78.35,0.20,62.68
2017-09-01,2018,70012042,"Atliq Exclusive",Germany,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,0,19.59,0.00,0.10,0.00
2017-09-01,2018,70012043,"Atliq e Store",Germany,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,0,19.59,0.00,0.26,0.00
2017-09-01,2018,70013125,"Atliq Exclusive",Italy,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,2,19.59,39.18,0.06,36.83
2017-09-01,2018,70013126,"Atliq e Store",Italy,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,1,19.59,19.59,0.25,14.69
2017-09-01,2018,70016177,"Atliq Exclusive",Poland,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,1,19.59,19.59,0.09,17.83
2017-09-01,2018,70022085,"Atliq e Store",USA,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,12,19.59,235.05,0.20,188.04
2017-09-01,2018,70023031,"Atliq Exclusive",Canada,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,4,19.59,78.35,0.10,70.52
2017-09-01,2018,80001019,Neptune,China,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,6,19.59,117.53,0.28,84.62
2017-09-01,2018,80006154,Synthetic,Philiphines,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,32,19.59,626.80,0.27,457.56
2017-09-01,2018,80006155,Novus,Philiphines,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,28,19.59,548.45,0.28,394.88
2017-09-01,2018,80007195,Sage,"South Korea",A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,89,19.59,1743.29,0.30,1220.30
2017-09-01,2018,90001021,Taobao,China,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,1,19.59,19.59,0.28,14.10
2017-09-01,2018,90002001,"Reliance Digital",India,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,24,19.59,470.10,0.25,352.58
2017-09-01,2018,90002002,Croma,India,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,16,19.59,313.40,0.20,250.72
2017-09-01,2018,90002003,Ezone,India,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,10,19.59,195.88,0.28,141.03
2017-09-01,2018,90002005,Lotus,India,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,11,19.59,215.46,0.21,170.21
2017-09-01,2018,90002006,Viveks,India,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,38,19.59,744.33,0.29,528.47
2017-09-01,2018,90002007,Girias,India,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,45,19.59,881.44,0.23,678.71
2017-09-01,2018,90002009,Flipkart,India,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,34,19.59,665.98,0.22,519.46
2017-09-01,2018,90002010,Ebay,India,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,39,19.59,763.91,0.22,595.85
2017-09-01,2018,90002011,"Atliq Exclusive",India,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,22,19.59,430.93,0.29,305.96
2017-09-01,2018,90002013,Electricalslytical,India,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,55,19.59,1077.31,0.26,797.21
2017-09-01,2018,90002014,Expression,India,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,8,19.59,156.70,0.30,109.69
2017-09-01,2018,90002015,Propel,India,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,74,19.59,1449.48,0.29,1029.13
2017-09-01,2018,90003179,"Acclaimed Stores",Indonesia,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,16,19.59,313.40,0.22,244.45
2017-09-01,2018,90006153,Insight,Philiphines,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,7,19.59,137.11,0.30,95.98
2017-09-01,2018,90007197,"Amazon ","South Korea",A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,14,19.59,274.23,0.20,219.38
2017-09-01,2018,90008165,"Forward Stores",Australia,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,4,19.59,78.35,0.28,56.41
2017-09-01,2018,90008166,Sound,Australia,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,18,19.59,352.58,0.29,250.33
2017-09-01,2018,90008167,Electricalsocity,Australia,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,8,19.59,156.70,0.19,126.93
2017-09-01,2018,90011185,"Epic Stores",France,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,7,19.59,137.11,0.28,98.72
2017-09-01,2018,90011186,Elite,France,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,9,19.59,176.29,0.21,139.27
2017-09-01,2018,90011187,"Chip 7",France,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,8,19.59,156.70,0.29,111.26
2017-09-01,2018,90011189,UniEuro,France,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,5,19.59,97.94,0.30,68.56
2017-09-01,2018,90011190,"Media Markt",France,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,3,19.59,58.76,0.27,42.89
2017-09-01,2018,90011191,Sorefoz,France,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,2,19.59,39.18,0.23,30.17
2017-09-01,2018,90012033,Digimarket,Germany,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,0,19.59,0.00,0.28,0.00
2017-09-01,2018,90012034,Otto,Germany,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,0,19.59,0.00,0.20,0.00
2017-09-01,2018,90012035,Notebillig,Germany,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,0,19.59,0.00,0.28,0.00
2017-09-01,2018,90012037,Saturn,Germany,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,0,19.59,0.00,0.22,0.00
2017-09-01,2018,90012038,Expert,Germany,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,0,19.59,0.00,0.29,0.00
2017-09-01,2018,90012039,"Currys (Dixons Carphone)",Germany,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,0,19.59,0.00,0.23,0.00
2017-09-01,2018,90012041,"Amazon ",Germany,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,0,19.59,0.00,0.26,0.00
2017-09-01,2018,90013117,Euronics,Italy,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,2,19.59,39.18,0.20,31.34
2017-09-01,2018,90013118,Fnac-Darty,Italy,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,2,19.59,39.18,0.26,28.99
