customer_code,product_code,date,discounts_pct,other_deductions_pct
70002017,A0118150102,2020-01-01,0.3479,0.1248
70002017,A0118150102,2020-02-01,0.2833,0.0955
70002017,A0118150102,2020-03-01,0.3377,0.0976
70002017,A0118150102,2020-05-01,0.3343,0.0894
70002017,A0118150102,2020-06-01,0.2735,0.1283
70002017,A0118150102,2020-07-01,0.2458,0.1088
70002017,A0118150102,2020-09-01,0.2265,0.1492
70002017,A0118150102,2020-10-01,0.2340,0.1414
70002017,A0118150102,2020-11-01,0.2660,0.1285
70002017,A0118150102,2021-01-01,0.2888,0.1194
70002017,A0118150102,2021-02-01,0.2850,0.1403
70002017,A0118150102,2021-03-01,0.2612,0.1680
70002017,A0118150102,2021-05-01,0.2130,0.1766
70002017,A0118150102,2021-06-01,0.2393,0.1576
70002017,A0118150102,2021-07-01,0.2371,0.1386
70002017,A0118150103,2017-09-01,0.3010,0.0913
70002017,A0118150103,2017-10-01,0.3028,0.0705
70002017,A0118150103,2017-11-01,0.2952,0.0767
70002017,A0118150103,2018-01-01,0.2816,0.0787
70002017,A0118150103,2018-02-01,0.3100,0.0967
70002017,A0118150103,2018-03-01,0.3043,0.0886
70002017,A0118150103,2018-05-01,0.3152,0.0715
70002017,A0118150103,2018-06-01,0.3144,0.0844
70002017,A0118150103,2018-07-01,0.2475,0.0709
70002017,A0118150103,2018-09-01,0.1603,0.1287
70002017,A0118150103,2018-10-01,0.1448,0.1343
70002017,A0118150103,2018-11-01,0.1504,0.1362
70002017,A0118150103,2019-01-01,0.1711,0.1133
70002017,A0118150103,2019-02-01,0.1474,0.1196
70002017,A0118150103,2019-03-01,0.1717,0.1344
70002017,A0118150103,2019-05-01,0.1369,0.1616
70002017,A0118150103,2019-06-01,0.1639,0.1151
70002017,A0118150103,2019-07-01,0.1577,0.1271
70002017,A0118150103,2019-09-01,0.3496,0.1219
70002017,A0118150103,2019-10-01,0.2969,0.1146
70002017,A0118150103,2019-11-01,0.2815,0.1056
70002017,A0118150103,2020-01-01,0.3118,0.0980
70002017,A0118150103,2020-02-01,0.3388,0.0925
70002017,A0118150103,2020-03-01,0.2941,0.1166
70002017,A0118150103,2020-05-01,0.2959,0.0820
70002017,A0118150103,2020-06-01,0.3327,0.0868
70002017,A0118150103,2020-07-01,0.2586,0.1291
70002017,A0118150103,2020-09-01,0.2722,0.1715
70002017,A0118150103,2020-10-01,0.2407,0.1344
70002017,A0118150103,2020-11-01,0.2351,0.1737
70002017,A0118150103,2021-01-01,0.2300,0.1301
70002017,A0118150103,2021-02-01,0.2539,0.1338
70002017,A0118150103,2021-03-01,0.2322,0.1190
70002017,A0118150103,2021-05-01,0.2173,0.1279
70002017,A0118150103,2021-06-01,0.2617,0.1757
70002017,A0118150103,2021-07-01,0.2241,0.1571
70002017,A0118150103,2021-09-01,0.2848,0.0700
70002017,A0118150103,2021-10-01,0.2215,0.0979
70002017,A0118150103,2021-11-01,0.3014,0.0999
70002017,A0118150103,2022-01-01,0.3205,0.0838
70002017,A0118150103,2022-02-01,0.3292,0.0639
70002017,A0118150103,2022-03-01,0.2992,0.0707
70002017,A0118150103,2022-05-01,0.2631,0.0879
70002017,A0118150103,2022-06-01,0.2552,0.0808
70002017,A0118150103,2022-07-01,0.2534,0.0909
70002017,A0118150104,2017-09-01,0.2407,0.0983
70002017,A0118150104,2017-10-01,0.2547,0.0839
70002017,A0118150104,2017-11-01,0.2824,0.0811
70002017,A0118150104,2018-01-01,0.2620,0.0883
70002017,A0118150104,2018-02-01,0.3321,0.0871
70002017,A0118150104,2018-03-01,0.2982,0.0915
70002017,A0118150104,2018-05-01,0.2417,0.0659
70002017,A0118150104,2018-06-01,0.3269,0.0804
70002017,A0118150104,2018-07-01,0.2882,0.0701
70002017,A0118150104,2018-09-01,0.1726,0.1332
70002017,A0118150104,2018-10-01,0.1566,0.1428
70002017,A0118150104,2018-11-01,0.1526,0.1091
70002017,A0118150104,2019-01-01,0.1664,0.1282
70002017,A0118150104,2019-02-01,0.1666,0.1561
70002017,A0118150104,2019-03-01,0.1475,0.1337
70002017,A0118150104,2019-05-01,0.1813,0.1519
70002017,A0118150104,2019-06-01,0.1492,0.1418
70002017,A0118150104,2019-07-01,0.1555,0.1357
70002017,A0118150104,2019-09-01,0.2915,0.1273
70002017,A0118150104,2019-10-01,0.2758,0.0900
70002017,A0118150104,2019-11-01,0.3434,0.1010
70002017,A0118150104,2020-01-01,0.3270,0.1037
70002017,A0118150104,2020-02-01,0.3346,0.1074
70002017,A0118150104,2020-03-01,0.2429,0.0951
70002017,A0118150104,2020-05-01,0.2805,0.1220
70002017,A0118150104,2020-06-01,0.2888,0.1179
70002017,A0118150104,2020-07-01,0.3119,0.1019
70002017,A0118150104,2020-09-01,0.2352,0.1342
70002017,A0118150104,2020-10-01,0.2877,0.1649
70002017,A0118150104,2020-11-01,0.2284,0.1149
70002017,A0118150104,2021-01-01,0.2278,0.1692
70002017,A0118150104,2021-02-01,0.2518,0.1626
70002017,A0118150104,2021-03-01,0.2060,0.1526
70002017,A0118150104,2021-05-01,0.2553,0.1490
70002017,A0118150104,2021-06-01,0.2744,0.1234
70002017,A0118150104,2021-07-01,0.2099,0.1235
70002017,A0118150104,2021-09-01,0.2431,0.0717
70002017,A0118150104,2021-10-01,0.2804,0.0996
70002017,A0118150104,2021-11-01,0.2879,0.0843
70002017,A0118150104,2022-01-01,0.2621,0.0711
70002017,A0118150104,2022-02-01,0.3141,0.0716
70002017,A0118150104,2022-03-01,0.2554,0.0846
70002017,A0118150104,2022-05-01,0.3277,0.0969
70002017,A0118150104,2022-06-01,0.2893,0.0810
70002017,A0118150104,2022-07-01,0.2850,0.0920
70002017,A0219150201,2018-09-01,0.1254,0.1254
70002017,A0219150201,2018-10-01,0.1465,0.1302
70002017,A0219150201,2018-11-01,0.1752,0.1603
70002017,A0219150201,2019-01-01,0.1696,0.1622
70002017,A0219150201,2019-02-01,0.1778,0.1294
70002017,A0219150201,2019-03-01,0.1859,0.1407
70002017,A0219150201,2019-05-01,0.1500,0.1099
70002017,A0219150201,2019-06-01,0.1555,0.1048
70002017,A0219150201,2019-07-01,0.1746,0.1080
70002017,A0219150201,2019-09-01,0.3276,0.1024
70002017,A0219150201,2019-10-01,0.2780,0.1228
70002017,A0219150201,2019-11-01,0.3353,0.1080
70002017,A0219150201,2020-01-01,0.2939,0.1070
70002017,A0219150201,2020-02-01,0.2654,0.1145
70002017,A0219150201,2020-03-01,0.3470,0.0897
70002017,A0219150201,2020-05-01,0.3039,0.0951
70002017,A0219150201,2020-06-01,0.3176,0.1072
70002017,A0219150201,2020-07-01,0.2600,0.0940
70002017,A0219150201,2020-09-01,0.2807,0.1143
70002017,A0219150201,2020-10-01,0.2083,0.1415
70002017,A0219150201,2020-11-01,0.1980,0.1533
70002017,A0219150201,2021-01-01,0.2295,0.1297
70002017,A0219150201,2021-02-01,0.2295,0.1436
70002017,A0219150201,2021-03-01,0.2566,0.1563
70002017,A0219150201,2021-05-01,0.2701,0.1645
70002017,A0219150201,2021-06-01,0.2373,0.1565
70002017,A0219150201,2021-07-01,0.2595,0.1323
70002017,A0219150201,2021-09-01,0.2561,0.0667
70002017,A0219150201,2021-10-01,0.2681,0.0773
70002017,A0219150201,2021-11-01,0.2300,0.0710
70002017,A0219150201,2022-01-01,0.3132,0.0996
70002017,A0219150201,2022-02-01,0.2761,0.0664
70002017,A0219150201,2022-03-01,0.3005,0.0951
70002017,A0219150201,2022-05-01,0.2958,0.0942
70002017,A0219150201,2022-06-01,0.2981,0.0657
70002017,A0219150201,2022-07-01,0.2709,0.0973
70002017,A0219150202,2018-09-01,0.1677,0.1551
70002017,A0219150202,2018-10-01,0.1272,0.1217
70002017,A0219150202,2018-11-01,0.1604,0.1620
70002017,A0219150202,2019-01-01,0.1837,0.1142
70002017,A0219150202,2019-02-01,0.1360,0.1602
70002017,A0219150202,2019-03-01,0.1513,0.1630
70002017,A0219150202,2019-05-01,0.1738,0.1359
70002017,A0219150202,2019-06-01,0.1735,0.1042
70002017,A0219150202,2019-07-01,0.1453,0.1184
70002017,A0219150202,2019-09-01,0.2376,0.0944
70002017,A0219150202,2019-10-01,0.3502,0.1169
70002017,A0219150202,2019-11-01,0.3436,0.0901
70002017,A0219150202,2020-01-01,0.2785,0.0841
70002017,A0219150202,2020-02-01,0.2748,0.1128
70002017,A0219150202,2020-03-01,0.3047,0.1091
70002017,A0219150202,2020-05-01,0.3434,0.1004
70002017,A0219150202,2020-06-01,0.3357,0.0932
70002017,A0219150202,2020-07-01,0.2985,0.1132
70002017,A0219150202,2020-09-01,0.2216,0.1594
70002017,A0219150202,2020-10-01,0.2503,0.1256
70002017,A0219150202,2020-11-01,0.2804,0.1542
70002017,A0219150202,2021-01-01,0.2613,0.1521
70002017,A0219150202,2021-02-01,0.2422,0.1368
70002017,A0219150202,2021-03-01,0.2489,0.1266
70002017,A0219150202,2021-05-01,0.2178,0.1578
70002017,A0219150202,2021-06-01,0.2468,0.1551
70002017,A0219150202,2021-07-01,0.2478,0.1416
70002017,A0219150202,2021-09-01,0.2923,0.0859
70002017,A0219150202,2021-10-01,0.2293,0.0711
70002017,A0219150202,2021-11-01,0.3228,0.0697
70002017,A0219150202,2022-01-01,0.2624,0.0740
70002017,A0219150202,2022-02-01,0.2708,0.0913
70002017,A0219150202,2022-03-01,0.3059,0.0650
70002017,A0219150202,2022-05-01,0.2882,0.0739
70002017,A0219150202,2022-06-01,0.2266,0.0821
70002017,A0219150202,2022-07-01,0.2334,0.0690
70002017,A0220150203,2019-09-01,0.2433,0.1225
70002017,A0220150203,2019-10-01,0.2410,0.0938
70002017,A0220150203,2019-11-01,0.2375,0.1076
70002017,A0220150203,2020-01-01,0.3350,0.1068
70002017,A0220150203,2020-02-01,0.3037,0.0863
70002017,A0220150203,2020-03-01,0.2955,0.0937
70002017,A0220150203,2020-05-01,0.3262,0.1031
70002017,A0220150203,2020-06-01,0.2752,0.1270
70002017,A0220150203,2020-07-01,0.2901,0.0964
70002017,A0220150203,2020-09-01,0.2005,0.1649
70002017,A0220150203,2020-10-01,0.2465,0.1285
70002017,A0220150203,2020-11-01,0.2567,0.1336
70002017,A0220150203,2021-01-01,0.2281,0.1558
70002017,A0220150203,2021-02-01,0.2619,0.1236
70002017,A0220150203,2021-03-01,0.2484,0.1374
70002017,A0220150203,2021-05-01,0.2874,0.1771
70002017,A0220150203,2021-06-01,0.2444,0.1243
70002017,A0220150203,2021-07-01,0.2562,0.1384
70002017,A0220150203,2021-09-01,0.2235,0.0700
70002017,A0220150203,2021-10-01,0.2796,0.0953
70002017,A0220150203,2021-11-01,0.2763,0.0832
70002017,A0220150203,2022-01-01,0.2406,0.0700
70002017,A0220150203,2022-02-01,0.2946,0.0843
70002017,A0220150203,2022-03-01,0.2551,0.0705
70002017,A0220150203,2022-05-01,0.2269,0.0698
70002017,A0220150203,2022-06-01,0.2381,0.0735
70002017,A0220150203,2022-07-01,0.2794,0.0840
70002017,A0320150301,2019-09-01,0.2623,0.1061
70002017,A0320150301,2019-10-01,0.3322,0.1234
70002017,A0320150301,2019-11-01,0.3231,0.0998
70002017,A0320150301,2020-01-01,0.2526,0.1191
70002017,A0320150301,2020-02-01,0.2647,0.0985
70002017,A0320150301,2020-03-01,0.2766,0.0891
70002017,A0320150301,2020-05-01,0.2538,0.0896
70002017,A0320150301,2020-06-01,0.2691,0.0973
70002017,A0320150301,2020-07-01,0.2509,0.1205
70002017,A0320150301,2020-09-01,0.2319,0.1280
70002017,A0320150301,2020-10-01,0.2849,0.1614
70002017,A0320150301,2020-11-01,0.2621,0.1599
70002017,A0320150301,2021-01-01,0.2333,0.1414
70002017,A0320150301,2021-02-01,0.2219,0.1643
70002017,A0320150301,2021-03-01,0.2598,0.1689
70002017,A0320150301,2021-05-01,0.2284,0.1230
70002017,A0320150301,2021-06-01,0.2044,0.1501
70002017,A0320150301,2021-07-01,0.2194,0.1767
70002017,A0320150301,2021-09-01,0.2368,0.0649
70002017,A0320150301,2021-10-01,0.3275,0.0888
70002017,A0320150301,2021-11-01,0.3086,0.0765
70002017,A0320150301,2022-01-01,0.2636,0.0840
70002017,A0320150301,2022-02-01,0.2564,0.0908
70002017,A0320150301,2022-03-01,0.2709,0.0709
70002017,A0320150301,2022-05-01,0.3022,0.0945
70002017,A0320150301,2022-06-01,0.2336,0.0686
70002017,A0320150301,2022-07-01,0.2540,0.0728
70002017,A0321150302,2020-09-01,0.2380,0.1246
70002017,A0321150302,2020-10-01,0.2578,0.1765
70002017,A0321150302,2020-11-01,0.2637,0.1770
70002017,A0321150302,2021-01-01,0.2539,0.1463
70002017,A0321150302,2021-02-01,0.2601,0.1598
70002017,A0321150302,2021-03-01,0.2652,0.1555
70002017,A0321150302,2021-05-01,0.2411,0.1554
70002017,A0321150302,2021-06-01,0.2648,0.1298
70002017,A0321150302,2021-07-01,0.2222,0.1764
70002017,A0321150302,2021-09-01,0.2302,0.0811
70002017,A0321150302,2021-10-01,0.2840,0.0812
70002017,A0321150302,2021-11-01,0.2425,0.0815
70002017,A0321150302,2022-01-01,0.2954,0.0794
70002017,A0321150302,2022-02-01,0.2234,0.0710
70002017,A0321150302,2022-03-01,0.2307,0.0716
70002017,A0321150302,2022-05-01,0.2885,0.0980
70002017,A0321150302,2022-06-01,0.2770,0.0878
70002017,A0321150302,2022-07-01,0.2403,0.0912
70002017,A0321150303,2020-09-01,0.2295,0.1631
70002017,A0321150303,2020-10-01,0.2018,0.1558
70002017,A0321150303,2020-11-01,0.2656,0.1752
70002017,A0321150303,2021-01-01,0.2632,0.1180
70002017,A0321150303,2021-02-01,0.2219,0.1136
70002017,A0321150303,2021-03-01,0.2670,0.1711
70002017,A0321150303,2021-05-01,0.2909,0.1204
70002017,A0321150303,2021-06-01,0.2731,0.1240
70002017,A0321150303,2021-07-01,0.2146,0.1534
70002017,A0321150303,2021-09-01,0.3086,0.0689
70002017,A0321150303,2021-10-01,0.2416,0.0824
70002017,A0321150303,2021-11-01,0.3008,0.0925
70002017,A0321150303,2022-01-01,0.2914,0.0935
70002017,A0321150303,2022-02-01,0.2897,0.0849
70002017,A0321150303,2022-03-01,0.2899,0.0642
70002017,A0321150303,2022-05-01,0.2214,0.0791
70002017,A0321150303,2022-06-01,0.2793,0.0644
70002017,A0321150303,2022-07-01,0.2283,0.0674
70002017,A0418150101,2017-09-01,0.3156,0.0810
70002017,A0418150101,2017-10-01,0.2598,0.0720
70002017,A0418150101,2017-11-01,0.3007,0.0684
70002017,A0418150101,2018-01-01,0.2408,0.0805
70002017,A0418150101,2018-02-01,0.2634,0.0671
70002017,A0418150101,2018-03-01,0.2759,0.0799
70002017,A0418150101,2018-05-01,0.2458,0.0715
70002017,A0418150101,2018-06-01,0.2439,0.0687
70002017,A0418150101,2018-07-01,0.3001,0.0681
70002017,A0418150101,2018-09-01,0.1500,0.1162
70002017,A0418150101,2018-10-01,0.1374,0.1225
70002017,A0418150101,2018-11-01,0.1488,0.1364
70002017,A0418150101,2019-01-01,0.1423,0.1455
70002017,A0418150101,2019-02-01,0.1671,0.1066
70002017,A0418150101,2019-03-01,0.1832,0.1378
70002017,A0418150101,2019-05-01,0.1354,0.1108
70002017,A0418150101,2019-06-01,0.1695,0.1202
70002017,A0418150101,2019-07-01,0.1791,0.1631
70002017,A0418150101,2019-09-01,0.3333,0.0846
70002017,A0418150101,2019-10-01,0.3202,0.1141
70002017,A0418150101,2019-11-01,0.3039,0.0846
70002017,A0418150101,2020-01-01,0.2415,0.1199
70002017,A0418150101,2020-02-01,0.2941,0.0935
70002017,A0418150101,2020-03-01,0.2760,0.1102
70002017,A0418150101,2020-05-01,0.2636,0.0909
70002017,A0418150101,2020-06-01,0.3112,0.1166
70002017,A0418150101,2020-07-01,0.3506,0.1260
70002017,A0418150102,2017-09-01,0.2545,0.0682
70002017,A0418150102,2017-10-01,0.3200,0.0988
70002017,A0418150102,2017-11-01,0.2798,0.0799
70002017,A0418150102,2018-01-01,0.2260,0.0865
70002017,A0418150102,2018-02-01,0.3226,0.1034
70002017,A0418150102,2018-03-01,0.3101,0.0773
70002017,A0418150102,2018-05-01,0.2317,0.0733
70002017,A0418150102,2018-06-01,0.2550,0.0909
70002017,A0418150102,2018-07-01,0.2994,0.0757
70002017,A0418150102,2018-09-01,0.1734,0.1239
70002017,A0418150102,2018-10-01,0.1720,0.1311
70002017,A0418150102,2018-11-01,0.1771,0.1348
70002017,A0418150102,2019-01-01,0.1579,0.1326
70002017,A0418150102,2019-02-01,0.1814,0.1551
70002017,A0418150102,2019-03-01,0.1517,0.1488
70002017,A0418150102,2019-05-01,0.1591,0.1087
70002017,A0418150102,2019-06-01,0.1781,0.1409
70002017,A0418150102,2019-07-01,0.1513,0.1517
70002017,A0418150102,2019-09-01,0.3011,0.1142
70002017,A0418150102,2019-10-01,0.2903,0.1131
70002017,A0418150102,2019-11-01,0.2984,0.0833
70002017,A0418150102,2020-01-01,0.2367,0.1117
70002017,A0418150102,2020-02-01,0.3411,0.0944
70002017,A0418150102,2020-03-01,0.3117,0.0913
70002017,A0418150102,2020-05-01,0.3376,0.1254
70002017,A0418150102,2020-06-01,0.2583,0.1257
70002017,A0418150102,2020-07-01,0.2369,0.0992
70002017,A0418150103,2017-09-01,0.2654,0.0752
70002017,A0418150103,2017-10-01,0.2604,0.0879
70002017,A0418150103,2017-11-01,0.2720,0.0965
70002017,A0418150103,2018-01-01,0.2548,0.1019
70002017,A0418150103,2018-02-01,0.3285,0.0787
70002017,A0418150103,2018-03-01,0.2351,0.0836
70002017,A0418150103,2018-05-01,0.3062,0.0697
70002017,A0418150103,2018-06-01,0.3263,0.0753
70002017,A0418150103,2018-07-01,0.2680,0.0781
70002017,A0418150103,2018-09-01,0.1436,0.1119
70002017,A0418150103,2018-10-01,0.1624,0.1634
70002017,A0418150103,2018-11-01,0.1503,0.1341
70002017,A0418150103,2019-01-01,0.1805,0.1311
70002017,A0418150103,2019-02-01,0.1600,0.1379
70002017,A0418150103,2019-03-01,0.1737,0.1479
70002017,A0418150103,2019-05-01,0.1656,0.1156
70002017,A0418150103,2019-06-01,0.1818,0.1152
70002017,A0418150103,2019-07-01,0.1798,0.1402
70002017,A0418150103,2019-09-01,0.2361,0.0890
70002017,A0418150103,2019-10-01,0.3003,0.1178
70002017,A0418150103,2019-11-01,0.2831,0.1236
70002017,A0418150103,2020-01-01,0.3114,0.0953
70002017,A0418150103,2020-02-01,0.2528,0.0940
70002017,A0418150103,2020-03-01,0.3300,0.0975
70002017,A0418150103,2020-05-01,0.2471,0.0887
70002017,A0418150103,2020-06-01,0.3085,0.1124
70002017,A0418150103,2020-07-01,0.2413,0.1068
70002017,A0418150103,2020-09-01,0.2159,0.1170
70002017,A0418150103,2020-10-01,0.2758,0.1641
70002017,A0418150103,2020-11-01,0.2358,0.1716
70002017,A0418150103,2021-01-01,0.2033,0.1672
70002017,A0418150103,2021-02-01,0.2541,0.1197
70002017,A0418150103,2021-03-01,0.2836,0.1463
70002017,A0418150103,2021-05-01,0.1974,0.1477
70002017,A0418150103,2021-06-01,0.2607,0.1717
70002017,A0418150103,2021-07-01,0.2798,0.1594
70002017,A0418150103,2021-09-01,0.2839,0.0938
70002017,A0418150103,2021-10-01,0.3075,0.0951
70002017,A0418150103,2021-11-01,0.2282,0.0789
70002017,A0418150103,2022-01-01,0.2984,0.0944
70002017,A0418150103,2022-02-01,0.2290,0.0747
70002017,A0418150103,2022-03-01,0.2607,0.0806
70002017,A0418150103,2022-05-01,0.2251,0.0868
70002017,A0418150103,2022-06-01,0.3155,0.0742
70002017,A0418150103,2022-07-01,0.2239,0.0930
70002017,A0418150104,2017-09-01,0.2256,0.0708
70002017,A0418150104,2017-10-01,0.3055,0.1020
70002017,A0418150104,2017-11-01,0.2960,0.0719
70002017,A0418150104,2018-01-01,0.2577,0.0856
70002017,A0418150104,2018-02-01,0.2813,0.0693
70002017,A0418150104,2018-03-01,0.2720,0.0762
70002017,A0418150104,2018-05-01,0.2759,0.0733
70002017,A0418150104,2018-06-01,0.3083,0.0738
70002017,A0418150104,2018-07-01,0.2414,0.0933
70002017,A0418150104,2018-09-01,0.1254,0.1521
70002017,A0418150104,2018-10-01,0.1263,0.1520
70002017,A0418150104,2018-11-01,0.1660,0.1272
70002017,A0418150104,2019-01-01,0.1794,0.1495
70002017,A0418150104,2019-02-01,0.1334,0.1090
70002017,A0418150104,2019-03-01,0.1815,0.1480
70002017,A0418150104,2019-05-01,0.1430,0.1251
70002017,A0418150104,2019-06-01,0.1616,0.1406
70002017,A0418150104,2019-07-01,0.1360,0.1392
70002017,A0418150104,2019-09-01,0.2414,0.1241
70002017,A0418150104,2019-10-01,0.2790,0.0896
70002017,A0418150104,2019-11-01,0.2595,0.1190
70002017,A0418150104,2020-01-01,0.3026,0.1252
70002017,A0418150104,2020-02-01,0.3171,0.0982
70002017,A0418150104,2020-03-01,0.3315,0.1097
70002017,A0418150104,2020-05-01,0.2781,0.1236
70002017,A0418150104,2020-06-01,0.2595,0.1197
70002017,A0418150104,2020-07-01,0.3339,0.0984
70002017,A0418150104,2020-09-01,0.2094,0.1601
70002017,A0418150104,2020-10-01,0.2533,0.1528
70002017,A0418150104,2020-11-01,0.2260,0.1399
70002017,A0418150104,2021-01-01,0.2558,0.1757
70002017,A0418150104,2021-02-01,0.2606,0.1258
70002017,A0418150104,2021-03-01,0.2026,0.1190
70002017,A0418150104,2021-05-01,0.2725,0.1319
70002017,A0418150104,2021-06-01,0.2792,0.1277
70002017,A0418150104,2021-07-01,0.2427,0.1682
70002017,A0418150104,2021-09-01,0.2289,0.0723
70002017,A0418150104,2021-10-01,0.3140,0.0961
70002017,A0418150104,2021-11-01,0.2738,0.0657
70002017,A0418150104,2022-01-01,0.3142,0.0838
70002017,A0418150104,2022-02-01,0.2955,0.0889
70002017,A0418150104,2022-03-01,0.2712,0.0731
70002017,A0418150104,2022-05-01,0.3274,0.0714
70002017,A0418150104,2022-06-01,0.3083,0.0937
70002017,A0418150104,2022-07-01,0.2302,0.0968
70002017,A0418150105,2017-09-01,0.2667,0.0690
70002017,A0418150105,2017-10-01,0.3268,0.0720
70002017,A0418150105,2017-11-01,0.3096,0.0714
70002017,A0418150105,2018-01-01,0.2627,0.1037
70002017,A0418150105,2018-02-01,0.2730,0.0756
70002017,A0418150105,2018-03-01,0.2776,0.0713
70002017,A0418150105,2018-05-01,0.2299,0.0855
70002017,A0418150105,2018-06-01,0.2706,0.0765
70002017,A0418150105,2018-07-01,0.2341,0.0983
70002017,A0418150105,2018-09-01,0.1338,0.1485
70002017,A0418150105,2018-10-01,0.1303,0.1211
70002017,A0418150105,2018-11-01,0.1630,0.1049
70002017,A0418150105,2019-01-01,0.1751,0.1389
70002017,A0418150105,2019-02-01,0.1280,0.1221
70002017,A0418150105,2019-03-01,0.1299,0.1065
70002017,A0418150105,2019-05-01,0.1717,0.1142
70002017,A0418150105,2019-06-01,0.1462,0.1157
70002017,A0418150105,2019-07-01,0.1343,0.1431
70002017,A0418150105,2019-09-01,0.3489,0.1106
70002017,A0418150105,2019-10-01,0.3155,0.1059
70002017,A0418150105,2019-11-01,0.3215,0.1195
70002017,A0418150105,2020-01-01,0.3384,0.1139
70002017,A0418150105,2020-02-01,0.2783,0.1266
70002017,A0418150105,2020-03-01,0.2591,0.1230
70002017,A0418150105,2020-05-01,0.2492,0.1285
70002017,A0418150105,2020-06-01,0.2653,0.1016
70002017,A0418150105,2020-07-01,0.2413,0.1037
70002017,A0418150105,2020-09-01,0.2033,0.1281
70002017,A0418150105,2020-10-01,0.1971,0.1541
70002017,A0418150105,2020-11-01,0.2604,0.1577
70002017,A0418150105,2021-01-01,0.2669,0.1525
70002017,A0418150105,2021-02-01,0.2710,0.1368
70002017,A0418150105,2021-03-01,0.2539,0.1591
70002017,A0418150105,2021-05-01,0.2538,0.1516
70002017,A0418150105,2021-06-01,0.2220,0.1397
70002017,A0418150105,2021-07-01,0.2732,0.1678
70002017,A0418150105,2021-09-01,0.2682,0.0773
70002017,A0418150105,2021-10-01,0.2847,0.0656
70002017,A0418150105,2021-11-01,0.2488,0.0773
70002017,A0418150105,2022-01-01,0.2370,0.0688
70002017,A0418150105,2022-02-01,0.2577,0.0682
70002017,A0418150105,2022-03-01,0.2911,0.0820
70002017,A0418150105,2022-05-01,0.2997,0.0894
70002017,A0418150105,2022-06-01,0.2354,0.0898
70002017,A0418150105,2022-07-01,0.2469,0.0766
70002017,A0418150106,2018-09-01,0.1742,0.1536
70002017,A0418150106,2018-10-01,0.1417,0.1501
70002017,A0418150106,2018-11-01,0.1609,0.1396
